StationID,PeakValue
6910800,1560
6910800,2100
6910800,1660
6910800,5250
6910800,10300
6910800,10700
6910800,9770
6910800,2260
6910800,8340
6910800,4450
7138000,504
7138000,1650
7138000,549
7138000,850
7138000,2210
7138000,3160
7138000,2160
7138000,2060
7138000,2860
7138000,1100
7138000,1020
7138000,956
7138000,224
7138000,864
7138000,615
7138000,561
7138000,645
7138000,535
7138000,614
7138000,737
7138000,397
7138000,102
7138000,312
7138000,1000
7138000,1770
7138000,1380
7138000,906
7138000,1400
7138000,641
7138000,575
7142300,86
7142300,341
7142300,3520
7142300,21
7142300,1410
7142300,1200
7142300,607
7142300,151
7142300,59
7142300,218
7142300,385
7142300,36
7142300,20
7142300,7.2
7142300,48
7142300,20
7142300,1350
7142300,121
7142300,115
7142300,507
7142300,23
7142300,7.6
7142300,27
7142300,26
7142300,52
7142300,99
7142300,68
7142300,60.8
7142300,435
7142300,75.9
7143300,599
7143300,1400
7143300,4780
7143300,448
7143300,3430
7143300,5180
7143300,3760
7143300,1680
7143300,1490
7143300,5180
7143300,3290
7143300,3520
7143300,3620
7143300,949
7143300,1320
7143300,434
7143300,23800
7143300,1220
7143300,2210
7143300,1790
7143300,448
7143300,1090
7143300,10100
7143300,3150
7143300,1940
7143300,3000
7143300,858
7143300,3930
7143300,12500
7143300,1880
7144550,10300
7144550,10700
7144550,54200
7144550,5270
7144550,28100
7144550,8410
7144550,19700
7144550,7580
7144550,58300
7144550,20100
7144550,16000
7144550,10800
7144550,11800
7144550,23400
7144550,26900
7144550,4830
7144550,30600
7144550,37100
7144550,32300
7144550,26800
7144550,3480
7144550,6760
7144550,28500
7144550,8660
7144550,21400
7144550,35000
7144550,15700
7144550,4670
7144550,39800
7144550,6360
7144795,834
7144795,880
7144795,1810
7144795,869
7144795,1670
7144795,260
7144795,1480
7144795,1350
7144795,1430
7144795,1420
7144795,1050
7144795,4.8
7144795,1280
7144795,1200
7144795,1240
7144795,1100
7144795,1350
7144795,1200
7144795,1430
7144795,1560
7144795,279
7144795,6.5
7144795,1370
7144795,139
7144795,4.8
